;;;;;;;;;;;;;;;;;
;TIPO;ANO;LEI / NORMA;OBJETIVO;TEMA;"Aplic†vel Ö 
IP CREDENCIADOR";"Aplic†vel Ö 
IP EME";"Aplic†vel Ö 
IF SCD";"Aplic†vel Ö 
TAG";Aplic†vel Ö pelo menos uma das 4;OBSERVAÄ«O;BASE LEGAL;VIGOR;;;;
;Comunicado BCB;mai/20;Comunicado 35.651/20;"Comunica os procedimentos necess†rios para a inscriá∆o de operaá‰es de crÇdito na condiá∆o de ""pagamento suspenso"", de que trata o Item 4.c.3, do Comunicado nß 3.853, de 26 de abril de 1994, no Sistema de Registro de Operaá‰es de CrÇdito com o Setor P£blico.";Operaá‰es de CrÇdito;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Atividade n∆o desempenhada pelas instituiá‰es do grupo.

As IFs e demais entidades supervisionadas que mantàm operaá‰es de crÇdito com os ‡rg∆os e Entidades do Setor P£blico que a inscriá∆o de operaá‰es de crÇdito na condiá∆o de ""pagamento suspenso"", no Sistema de Registro de Operaá‰es de CrÇdito com o Setor P£blico (CADIP), passa a ser efetuada pela pr¢pria instituiá∆o financeira, por meio da seleá∆o da ?Opá∆o 6 - Pagamento suspenso? combinada com a ?Aá∆o 1 ? Inclus∆o?, mediante a inclus∆o de justificativa.";-;;;;;
;Carta Circular BCB;mai/20;Carta Circular 4.047/20;Revoga a Carta Circular nß 3.637/14, que divulga procedimentos para remessa das informaá‰es relativas Ös contas simplificadas.;Contas Simplificadas;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Atividade n∆o desempenhada pelas instituiá‰es do grupo.

Os bancos m£ltiplos, os bancos comerciais, a Caixa Econìmica Federal, as cooperativas de crÇdito de pequenos empres†rios, microempres†rios ou microempreendedores e as cooperativas de crÇdito de livre admiss∆o de associados devem elaborar e remeter informaá‰es sobre contas simplificadas.";"O Chefe do Departamento de Monitoramento do Sistema Financeiro (Desig), no
uso das atribuiá‰es que lhe conferem os arts. 23, inciso I, al°nea ?a?, e 77, inciso III, ambos do
Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de
2015, e tendo em vista o disposto na Circular nß 3.988, de 4 de maráo de 2020,";;;;;
;Comunicado BCB;mai/20;Comunicado 35.653/20;Divulga condiá‰es para a realizaá∆o de operaá‰es compromissadas com instituiá‰es financeiras participantes do m¢dulo Oferta P£blica.;Operaá‰es Compromissadas;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

O BCB com base no disposto no art. 10, inciso XII, da Lei nß 4.595/64, e no art. 1ß da Circular nß 2.884/99, torna p£blico que, das 12:00 Ös 12:30 horas do dia 11/05/20, acolher† propostas das IFs participantes do m¢dulo Ofpub para a realizaá∆o de operaá‰es de venda de t°tulos p£blicos com compromisso de revenda assumido pela instituiá∆o financeira compradora, admitida a livre movimentaá∆o dos t°tulos.";-;;;;;
;Circular BCB;mai/20;Circular 4.017/20;Altera parÉmetros para o c†lculo e a cobranáa de custo financeiro das instituiá‰es financeiras que apresentarem deficiància nas exigibilidades de direcionamento de recursos para o crÇdito rural.;CrÇdito Rural;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Atividades n∆o desempenhadas pelas instituiá‰es do grupo.

Altera a Seá∆o 8 (C†lculo e Cobranáa de Custo Financeiro por Deficiància no Cumprimento das Exigibilidades) do Cap°tulo 6 (Recursos) do Manual de CrÇdito Rural (MCR).";"A Diretoria Colegiada do Banco Central do Brasil, em sess∆o realizada em 7 de maio
de 2020, com base no art. 21, ı 2ß, da Lei nß 4.829, de 5 de novembro de 1965,";;;;;
;Carta Circular BCB;mai/20;Carta Circular 4.048/20;Altera o Documento 6 (Demonstrativo das Exigibilidades e das Aplicaá‰es de CrÇdito Rural) do Manual de CrÇdito Rural.;CrÇdito Rural;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Atividade n∆o desempenhada pelas instituiá‰es do grupo.

Atualiza o Anexo II (C¢digos dos Recursos Obrigat¢rios - MCR 6-2) do Documento 6 (Demonstrativo das Exigibilidades e das Aplicaá‰es de CrÇdito Rural) do Manual de CrÇdito Rural (MCR).";O Chefe do Departamento de Regulaá∆o, Supervis∆o e Controle das Operaá‰es do CrÇdito Rural e do Proagro (Derop), no uso das atribuiá‰es que lhe conferem o art. 99, inciso II, al°nea ?a?, do Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015, e o art. 4ß da Circular nß 3.801, de 7 de julho de 2016, e tendo em vista as disposiá‰es do item 13 da Seá∆o 1 (Disposiá‰es Gerais) do Cap°tulo 6 (Recursos) do Manual de CrÇdito Rural (MCR),;;;;;
;Carta Circular BCB;mai/20;Carta Circular 4.049/20;Altera o Leiaute e as Instruá‰es de Preenchimento do documento 3040 - Dados de Risco de CrÇdito, do Sistema de Informaá‰es de CrÇditos (SCR), de que tratam a Circular nß 3.870/17, e a Carta Circular nß 3.869/18.;Contabilidade;Sim;Sim;Sim;;Sim;"Entram em vigor, a partir da data-base de maio de 2020, as novas vers‰es do Leiaute e das Instruá‰es de Preenchimento do documento 3040.

Modificaá‰es:

I - no ?Anexo 2: Natureza da Operaá∆o? - alteraá∆o da descriá∆o do dom°nio 34 para ?Operaá‰es de crÇdito de programas ou fundos p£blicos?;
II - no ?Anexo 26: Informaá‰es Adicionais? - alteraá∆o da descriá∆o da informaá∆o adicional 2202 para ?Identificaá∆o de programa ou fundo p£blico?.
[Sugerimos comunicaá∆o Ö contabilidade/†reas impactadas]";O Chefe do Departamento de Monitoramento do Sistema Financeiro (Desig) no uso da atribuiá∆o que lhe confere o art. 23, inciso I, al°nea ?a?, do Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015, com base no art. 77, inciso III, do referido Regimento, e tendo em vista o disposto nas Resoluá‰es ns. 4.571, de 26 de maio de 2017, e 4.795, de 2 de abril de 2020, nas Circulares ns. 3.870, de 19 de dezembro de 2017, e 3.996, de 6 de abril de 2020, e na Carta Circular nß 3.869, de 19 de maráo de 2018,;;;;;
;Comunicado BCB;mai/20;Comunicado 35.654/20;"Divulga a Taxa B†sica Financeira, o Redutor ""R"" e a Taxa Referencial relativos a 08/05/20.";Taxa B†sica Financeira;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

De acordo com o que determina a Resoluá∆o nß 4.624/18, comunicamos que a TBF, o Redutor ""R"" e a Taxa Referencial (TR) relativos ao per°odo de 08.05.20 a 08.06.20 s∆o, respectivamente: 0,2171%, 1,0055 e 0,0000%.";-;;;;;
;Comunicado BCB;mai/20;Comunicado 35.655/20;Resultado das operaá‰es compromissadas - Comunicado 35.637;Operaá‰es Compromissadas;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

O BCB comunica que, nas operaá‰es compromissadas em moeda estrangeira (Comunicado 35.637), foram aceitos, para o prazo de recompra de 10/06/20, US$ 100.547.100,00, Ö taxa de 1% a.a. em d¢lares americanos.";-;;;;;
;Comunicado BCB;mai/20;Comunicado 35.657/20;Divulga as condiá‰es de oferta p£blica para a realizaá∆o de operaá‰es de swap.;Swap cambial;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

O BCB, tendo em vista o disposto na Resoluá∆o 2.939/02 e na Circular 3.099/02, ambas de 26/03/02, torna p£blico que, das 16:55 Ös 17:05 horas do dia 11/05/20, acolher† propostas das IFs participantes do m¢dulo Ofpub para a realizaá∆o de operaá‰es de swap a serem registradas na B3, nos termos do ""Contrato de Swap Cambial com Ajuste Peri¢dico Baseado em Operaá‰es Compromissadas de Um Dia - SCS"" daquela bolsa.";-;;;;;
;Comunicado BCB;mai/20;Comunicado 35.659/20;"Divulga as Taxas B†sicas Financeiras, os Redutores ""R"" e as Taxas Referenciais relativos a 9, 10 e 11 de maio de 2020.";Taxa B†sica Financeira;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

De acordo com o que determina a Resoluá∆o nß 4.624/18, comunicamos que as TBF, os Redutores ""R"" e as Taxas Referenciais (TR) relativos aos per°odos abaixo especificados s∆o:
I - TBF: a) de 09.05.20 a 09.06.20: 0,2213%; b) de 10.05.20 a 10.06.20: 0,2318%; c) de 11.05.20 a 11.6.2020: 0,2424%;
II - Redutores ""R"": a) de 9.05.20 a 09.06.20: 1,0055; b) de 10.05.20 a 10.06.20: 1,0055; c) de 11.05.20 a 11.06.20: 1,0056; e
III - Taxas Referenciais (TR): a) de 09.05.20 a 09.06.20: 0,0000%; b) de 10.05.20 a 10.06.20: 0,0000%; c) de 11.05.20 a 11.06.20: 0,0000%.";-;;;;;
;Comunicado BCB;mai/20;Comunicado 35.661/20;Divulga as condiá‰es de oferta p£blica para a realizaá∆o de operaá‰es de swap.;Swap cambial;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

O BCB, tendo em vista o disposto na Resoluá∆o 2.939/02 e na Circular 3.099/02, torna p£blico que, das 16:20 Ös 16:30 horas do dia 12/05/20, acolher† propostas das IFs participantes do m¢dulo Ofpub para a realizaá∆o de operaá‰es de swap a serem registradas na B3, nos termos do ""Contrato de Swap Cambial com Ajuste Peri¢dico Baseado em Operaá‰es Compromissadas de Um Dia - SCS"" daquela bolsa.";-;;;;;
;Comunicado BCB;mai/20;Comunicado 35.662/20;Divulga condiá‰es para a realizaá∆o de operaá‰es compromissadas com instituiá‰es financeiras participantes do m¢dulo Oferta P£blica.;Operaá‰es Compromissadas;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

O BCB, com base no disposto no art. 10, inciso XII, da Lei nß 4.595/64, e no art. 1ß da Circular nß 2.884/99, torna p£blico que, das 12:00 Ös 12:30 horas do dia  13/05/20, acolher† propostas das IFs  participantes do m¢dulo Ofpub para a realizaá∆o de operaá‰es de venda de t°tulos p£blicos com compromisso de revenda assumido pela instituiá∆o financeira compradora, admitida a livre movimentaá∆o dos t°tulos.";-;;;;;
;Comunicado BCB;mai/20;Comunicado 35.663/20;Divulga a realizaá∆o de operaá‰es compromissadas em moeda estrangeira pelo BCB, mediante a venda, Ö vista, de t°tulos soberanos por instituiá∆o financeira para o BCB, com simultÉnea assuná∆o, pela vendedora, de compromisso de recompra de t°tulos com as mesmas caracter°sticas em data futura.;Operaá‰es Compromissadas;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

O Depin, com base na Circular nß 3.990/20, e na Circular nß 3.992/20, estabelece procedimentos a serem observados para a realizaá∆o de operaá‰es compromissadas em moeda estrangeira pelo BCB.";-;;;;;
;Comunicado BCB;mai/20;Comunicado 35.664/20;"Divulga a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos a 12/05/20.";Taxa B†sica Financeira;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Diciplina atividade do BCB.

De acordo com o que determina a Resoluá∆o nß 4.624/18, comunicamos que a TBF, o Redutor ""R"" e a Taxa Referencial (TR) relativos ao per°odo de 12.05.20 a 12.06.20 s∆o, respectivamente: 0,2241%, 1,0055 e 0,0000% .";-;;;;;
;Comunicado BCB;mai/20;Comunicado 35.665/20;Divulga as condiá‰es de oferta p£blica para a realizaá∆o de operaá‰es de swap.;Swap cambial;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

O BCB, tendo em vista o disposto na Resoluá∆o 2.939/02 e na Circular 3.099/02, torna p£blico que, das 11:25 Ös 11:35 horas do dia 13/05/20, acolher† propostas das IFs participantes do m¢dulo Ofpub para a realizaá∆o de operaá‰es de swap a serem registradas na B3, nos termos do ""Contrato de Swap Cambial com Ajuste Peri¢dico Baseado em Operaá‰es Compromissadas de Um Dia - SCS"" daquela bolsa.";-;;;;;
;Carta Circular BCB;mai/20;Carta Circular 4.050/20;Cria rubricas cont†beis no Plano Cont†bil das Instituiá‰es do Sistema Financeiro Nacional para registro dos Dep¢sitos Interfinanceiros a Prazo com Garantia Especial (DPGE), das operaá‰es referentes Ö Linha Tempor†ria Especial de Liquidez (LTEL) e Ö Linha Tempor†ria Especial de Liquidez para aquisiá∆o de Letra Financeira com garantia em ativos financeiros ou valores mobili†rios (LTEL-LFG).;Letra Financeira Garantida;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Atividade n∆o desempenhada pelas instituiá‰es do grupo

Cria t°tulos e subt°tulos no Plano Cont†bil das Instituiá‰es do Sistema Financeiro Nacional (Cosif).

O disposto nesta Carta Circular aplica-se aos documentos cont†beis elaborados a partir da data-base de maio de 2020. 

Emiss∆o pode ser realizada exclusivamente por bancos m£ltiplos, bancos comerciais, bancos de investimento, caixas econìmicas e o BNDES.";"O Chefe do Departamento de Regulaá∆o do Sistema Financeiro (Denor), no uso da
atribuiá∆o que lhe confere o art. 23, inciso I, al°nea ""a"", do Regimento Interno do Banco Central
do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015, com base no item 4 da Circular
nß 1.540, de 6 de outubro de 1989, e tendo em vista o disposto nos arts. 6ß, ı 1ß, inciso I, da
Resoluá∆o nß 4.222, de 23 de maio de 2013, 18 da Resoluá∆o nß 4.786, de 23 de maráo de 2020,
e 14 da Resoluá∆o nß 4.795, de 2 de abril de 2020,";;;;;
;Comunicado BCB;mai/20;Comunicado 35.669/20;Divulga as condiá‰es de oferta p£blica para a realizaá∆o de operaá‰es de swap.;Swap Cambial;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Atividade n∆o desempenhada pelas instituiá‰es do grupo

O BCB, tendo em vista o disposto na Resoluá∆o 2.939/02 e na Circular 3.099/02, torna p£blico que, das 16:30 Ös 16:40 horas do dia 13/05/20, acolher† propostas das IFs participantes do m¢dulo Ofpub para a realizaá∆o de operaá‰es de swap a serem registradas na B3, nos termos do ""Contrato de Swap Cambial com Ajuste Peri¢dico Baseado em Operaá‰es Compromissadas de Um Dia - SCS"" daquela bolsa.";-;;;;;
;Circular BCB;mai/20;Circular 4.018/20;Altera as Circulares ns. 3.690/13 e 3.691/13, para regulamentar a Resoluá∆o nß 4.808/20, que disp‰e sobre as operaá‰es de cÉmbio para a alienaá∆o de moeda estrangeira em espÇcie apreendida de que trata o ı 1ß do art. 60-A da Lei nß 11.343/06.;CÉmbio;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Atividade n∆o desempenhada pelas instituiá‰es do grupo

Apesar da Circular 3.691 ser aplic†vel Ös IPs Cred., o que a Circular 4.018/20 vem alterar n∆o Ç:

Na formalizaá∆o da operaá∆o de cÉmbio para a alienaá∆o de moeda estrangeira em espÇcie apreendida de que trata o ı 1ß do art. 60-A da Lei nß 11.343, de 23 de agosto de 2006, considera-se, para fins da regulamentaá∆o cambial, o vendedor da moeda estrangeira a Uni∆o, o Estado ou o Distrito Federal, conforme o caso, representado pelo ¢rg∆o judicial que tenha determinado a convers∆o da moeda apreendida em moeda nacional. 

A alteraá∆o provocada na Circular 3.690/13, por sua vez, diz respeito ao Anexo XIII: ?C¢digos de classificaá∆o de operaá‰es especiais?.";"A Diretoria Colegiada do Banco Central do Brasil, em sess∆o realizada em 13 de maio
de 2020, com base no art. 23 da Lei nß 4.131, de 3 de setembro de 1962, nos arts. 9ß e 11, inciso
III, da Lei nß 4.595, de 31 de dezembro de 1964, no art. 38 da Resoluá∆o nß 3.568, de 29 de maio
de 2008, e no art. 3ß da Resoluá∆o nß 4.808, de 30 de abril de 2020,";;;;;
;Circular BCB;mai/20;Circular 4.019/20;Altera a Circular nß 3.691/13, que disp‰e sobre o mercado de cÉmbio, para aprimorar dispositivos relativos a operaá‰es que podem ser realizadas por instituiá‰es autorizadas a operar no mercado de cÉmbio e a correspondentes em operaá‰es de cÉmbio.;CÉmbio;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Atividade n∆o desempenhada pelas instituiá‰es do grupo

Altera Circular 3.691/13 no que diz respeito aos agentes do mercado de cÉmbio e da documentaá∆o, cadastramento de clientes e acompanhamento das operaá‰es.

Apesar da Circular 3.691 ser aplic†vel Ös IPs Cred., o que a Circular 4.018/20 vem alterar n∆o Ç.";"A Diretoria Colegiada do Banco Central do Brasil, em sess∆o realizada em 13 de
maio de 2020, com base no art. 23 da Lei nß 4.131, de 3 de setembro de 1962, nos arts. 9ß, 10,
inciso X, e 11, inciso III, da Lei nß 4.595, de 31 de dezembro de 1964, no art. 38 da Resoluá∆o nß
3.568, de 29 de maio de 2008, e no art. 21 da Resoluá∆o nß 3.954, de 24 de fevereiro de 2011, e
tendo em vista a Resoluá∆o nß 4.811, de 30 de abril de 2020";;;;;
;Resoluá∆o CMN;mai/20;Resoluá∆o 4.816/20;Altera a Resoluá∆o nß 4.802, de 09/04/20, que autoriza, para produtores rurais e cooperativas singulares de produá∆o agropecu†ria que tenham sofrido perdas na renda em decorrància de seca ou estiagem, a renegociaá∆o de operaá‰es de crÇdito rural de custeio e de investimento.;CrÇdito Rural;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Atividade n∆o desempenhada pelas instituiá‰es do grupo

Autoriza a renegociaá∆o das operaá‰es ou parcelas de crÇdito rural de custeio e de investimento contratadas com equalizaá∆o de encargos financeiros pelo Tesouro Nacional no Émbito do Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf) ou ao amparo de recursos do Banco Nacional de Desenvolvimento Econìmico e Social (BNDES).

Revoga a Resoluá∆o nß 4.755/19.";"O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro
de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o extraordin†ria realizada
em 13 de maio de 2020, tendo em vista as disposiá‰es dos arts. 4ß, inciso VI, da Lei nß 4.595, de
1964, 4ß, 14 e 21 da Lei nß 4.829, de 5 de novembro de 1965, e 5ß da Lei nß 10.186, de 12 de
fevereiro de 2001,";;;;;
;Comunicado BCB;mai/20;Comunicado 35.671/20;"Divulga a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos a 13.05.20.";Taxa B†sica Financeira;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

De acordo com o que determina a Resoluá∆o nß 4.624/18, comunicamos que a TBF, o Redutor ""R"" e a Taxa Referencial (TR) relativos ao per°odo de 13.05.20 a 13.06.20 s∆o, respectivamente: 0,2250%, 1,0055 e 0,0000%.";-;;;;;
;Comunicado BCB;mai/20;Comunicado 35.672/20;Divulga as condiá‰es de oferta p£blica para a realizaá∆o de operaá‰es de swap.;Swap Cambial;N∆o ;N∆o ;N∆o ;N∆o ;N∆o;"Disciplina atividade do BCB.

O BCB, tendo em vista o disposto na Resoluá∆o 2.939/02 e na Circular 3.099/02, torna p£blico que, das 11:20 Ös 11:30 horas do dia 14/05/20, acolher† propostas das IFs participantes do m¢dulo Ofpub para a realizaá∆o de operaá‰es de swap a serem registradas na B3, nos termos do ""Contrato de Swap Cambial com Ajuste Peri¢dico Baseado em Operaá‰es Compromissadas de Um Dia - SCS"" daquela bolsa.";-;;;;;
